Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB39,OUT018,703.923828125
FDE41,OUT013,1389.412109375
DRH11,OUT010,0.0
FDA58,OUT045,2079.087890625
FDU50,OUT046,1507.666015625
FDM34,OUT013,2064.423828125
FDM44,OUT027,3018.888671875
FDR39,OUT045,3584.849609375
FDM25,OUT045,2863.404296875
FDQ49,OUT049,1711.603515625
DRH25,OUT018,499.615234375
FDM09,OUT027,3371.638671875
FDL44,OUT019,1035.619140625
NCR42,OUT018,452.916015625
DRL59,OUT046,1560.802734375
FDX43,OUT013,2032.517578125
DRK47,OUT010,1347.634765625
FDU48,OUT018,974.509765625
FDY12,OUT045,817.013671875
NCN43,OUT018,1875.607421875
NCM55,OUT018,2678.994140625
FDQ21,OUT027,3890.224609375
FDX13,OUT035,4613.373046875
NCK30,OUT027,5005.103515625
FDG20,OUT049,1834.693359375
DRG27,OUT017,1058.017578125
FDY14,OUT018,4735.365234375
FDP59,OUT035,1717.927734375
FDU60,OUT017,3906.560546875
NCC18,OUT019,381.560546875
DRJ39,OUT017,4170.904296875
FDS07,OUT049,1601.978515625
FDM08,OUT027,4863.541015625
FDP51,OUT045,2289.669921875
FDU16,OUT035,1472.509765625
FDH12,OUT013,1775.615234375
DRE48,OUT010,1361.490234375
NCL42,OUT027,7325.341796875
FDR21,OUT045,2327.181640625
NCW29,OUT035,1992.712890625
FDO11,OUT013,4490.744140625
NCM31,OUT049,2342.310546875
FDV35,OUT019,1202.408203125
FDF58,OUT017,1244.373046875
NCE43,OUT049,3032.341796875
FDA02,OUT035,1945.541015625
DRL37,OUT010,0.0
FDR24,OUT018,834.654296875
FDW59,OUT049,1501.115234375
FDS22,OUT049,550.091796875
FDW24,OUT017,1040.201171875
FDU24,OUT035,2013.654296875
FDA21,OUT027,5277.455078125
FDH58,OUT027,3741.650390625
FDW36,OUT018,1037.486328125
FDI45,OUT027,4361.052734375
FDU01,OUT018,2901.759765625
FDF35,OUT027,2939.798828125
FDU43,OUT019,222.357421875
FDE24,OUT019,0.0
FDK50,OUT049,3153.361328125
FDG31,OUT045,1110.357421875
FDC60,OUT045,2030.033203125
FDL36,OUT013,1396.154296875
FDP21,OUT013,3776.951171875
FDW16,OUT045,1780.587890625
FDX02,OUT017,4301.181640625
FDQ58,OUT027,3426.927734375
FDT51,OUT046,1599.646484375
FDD59,OUT049,1264.650390625
NCM42,OUT018,1089.466796875
FDA57,OUT018,256.208984375
FDZ48,OUT035,1887.048828125
FDE46,OUT045,1400.490234375
NCZ30,OUT019,0.0
FDB56,OUT017,3749.181640625
FDA25,OUT027,2941.451171875
FDD20,OUT013,2683.826171875
FDL25,OUT013,734.099609375
NCO18,OUT049,3166.935546875
FDJ45,OUT017,855.845703125
FDR12,OUT035,2239.650390625
NCF19,OUT010,0.0
FDK25,OUT046,3396.791015625
NCR17,OUT046,2158.966796875
FDC52,OUT046,1987.912109375
NCA54,OUT017,2814.595703125
FDR45,OUT010,3705.126953125
NCM19,OUT049,2518.220703125
FDF39,OUT027,6975.884765625
FDX23,OUT049,1288.255859375
FDD58,OUT027,3080.248046875
FDX28,OUT013,1793.494140625
NCD31,OUT013,2612.697265625
FDU57,OUT018,2079.638671875
FDI27,OUT046,288.505859375
NCM42,OUT046,1371.962890625
FDD32,OUT027,2515.716796875
FDI34,OUT013,3868.833984375
NCM29,OUT049,2228.021484375
FDG46,OUT018,2245.904296875
DRC01,OUT010,0.0
FDB15,OUT027,5585.599609375
NCA17,OUT027,4161.697265625
FDF10,OUT046,2062.701171875
FDR26,OUT027,3508.423828125
FDI02,OUT049,1975.068359375
NCM54,OUT010,485.970703125
FDF14,OUT013,2368.490234375
FDJ33,OUT010,190.556640625
FDM20,OUT035,4841.115234375
FDC03,OUT027,4562.294921875
NCX05,OUT046,1578.763671875
NCM41,OUT027,2475.595703125
NCU29,OUT010,804.466796875
FDQ59,OUT017,1221.685546875
FDH46,OUT010,0.0
FDH09,OUT013,356.751953125
NCD06,OUT045,623.923828125
FDC15,OUT035,2360.201171875
DRD37,OUT027,2624.357421875
FDT28,OUT027,3793.412109375
FDR28,OUT027,4068.927734375
FDT38,OUT017,1551.884765625
FDV34,OUT027,2713.462890625
FDY52,OUT035,1209.603515625
FDB34,OUT013,1619.423828125
DRL23,OUT018,1376.341796875
DRB24,OUT046,2974.068359375
FDJ50,OUT046,918.099609375
FDQ49,OUT035,1782.564453125
FDP20,OUT035,1405.943359375
FDV19,OUT027,4354.216796875
NCR54,OUT045,2454.669921875
FDO09,OUT010,2218.791015625
FDS57,OUT018,1622.552734375
FDN10,OUT049,1255.056640625
FDV23,OUT049,2258.220703125
FDY28,OUT049,3813.224609375
DRG51,OUT013,2428.068359375
FDD45,OUT019,0.0
NCL18,OUT027,3783.826171875
NCM29,OUT013,2172.853515625
FDF17,OUT027,4601.634765625
FDE22,OUT017,2639.330078125
FDQ22,OUT017,226.412109375
FDS01,OUT013,2704.181640625
FDW35,OUT027,2247.462890625
FDJ33,OUT046,2135.501953125
NCF54,OUT035,2956.248046875
FDE09,OUT013,1470.705078125
NCE06,OUT045,1678.279296875
DRH49,OUT049,1177.951171875
FDY43,OUT045,900.330078125
NCT05,OUT017,3707.349609375
FDZ34,OUT045,4696.998046875
FDL38,OUT017,1901.279296875
FDZ31,OUT017,3046.689453125
FDR14,OUT035,775.708984375
NCN54,OUT049,889.177734375
NCC42,OUT027,3393.033203125
FDK08,OUT017,1672.150390625
FDP59,OUT013,1591.830078125
FDV22,OUT035,3026.669921875
FDD33,OUT035,4163.724609375
DRE60,OUT027,5780.341796875
FDK52,OUT046,3908.998046875
FDA02,OUT017,1901.673828125
FDM56,OUT049,1073.447265625
FDE57,OUT035,2823.998046875
FDM32,OUT045,1271.138671875
NCQ30,OUT027,2955.041015625
FDQ27,OUT027,3578.396484375
FDT60,OUT027,3599.939453125
FDU43,OUT049,2199.916015625
NCO55,OUT035,1929.583984375
FDG02,OUT045,2005.900390625
FDJ28,OUT013,2865.623046875
FDP40,OUT045,1695.564453125
FDJ38,OUT045,3719.619140625
NCC54,OUT017,4305.982421875
NCZ41,OUT046,1828.748046875
FDK38,OUT019,441.455078125
FDU52,OUT013,1990.248046875
FDC40,OUT046,1285.919921875
NCR30,OUT017,1237.865234375
NCN18,OUT017,2732.767578125
FDB50,OUT035,1650.908203125
FDG04,OUT013,2791.806640625
FDR26,OUT035,2225.259765625
NCT17,OUT018,3065.873046875
FDX35,OUT027,5030.615234375
FDS12,OUT046,2531.314453125
NCZ29,OUT027,3600.849609375
FDB38,OUT010,607.841796875
FDP12,OUT013,437.693359375
FDP22,OUT046,441.466796875
FDS26,OUT018,4323.279296875
FDR52,OUT046,2834.814453125
DRJ13,OUT046,2521.107421875
FDU48,OUT027,2699.638671875
FDE29,OUT035,1005.345703125
NCT29,OUT049,1859.392578125
DRK37,OUT018,3762.591796875
FDK55,OUT046,1314.724609375
FDR07,OUT046,1311.791015625
FDO21,OUT027,3822.705078125
FDK46,OUT049,3443.189453125
FDB12,OUT045,1688.822265625
FDT31,OUT027,4390.232421875
FDJ33,OUT045,2079.064453125
FDC26,OUT027,3019.123046875
NCQ02,OUT045,3229.447265625
FDP08,OUT010,1345.224609375
FDB11,OUT027,5830.283203125
FDV55,OUT013,2280.611328125
FDW20,OUT049,2132.634765625
NCJ18,OUT019,205.646484375
FDC41,OUT018,1297.392578125
FDE14,OUT027,3331.580078125
FDG35,OUT013,2034.833984375
FDF45,OUT035,1433.537109375
FDS19,OUT027,2827.669921875
FDS58,OUT019,1283.857421875
FDA26,OUT017,3547.650390625
FDM32,OUT049,1415.994140625
FDL45,OUT046,2491.416015625
FDZ55,OUT049,3374.076171875
FDY37,OUT049,2692.869140625
FDO46,OUT046,2985.642578125
FDQ60,OUT046,2025.021484375
FDA19,OUT018,1864.224609375
FDL15,OUT046,1963.767578125
FDM10,OUT018,2333.224609375
NCL05,OUT017,739.21875
DRK49,OUT010,0.0
NCE18,OUT027,5816.251953125
FDG40,OUT049,759.279296875
DRI59,OUT045,3750.439453125
FDK28,OUT035,5033.201171875
NCD06,OUT019,0.0
FDO11,OUT019,2576.138671875
FDK27,OUT046,1734.412109375
FDT43,OUT027,2345.025390625
FDD38,OUT018,1457.888671875
FDA16,OUT049,4121.044921875
FDL14,OUT027,3771.853515625
NCM17,OUT049,924.115234375
FDD20,OUT045,2586.357421875
FDA40,OUT045,780.486328125
FDL43,OUT045,989.791015625
FDV15,OUT045,2060.603515625
FDE52,OUT046,2010.853515625
NCL17,OUT010,769.263671875
NCJ31,OUT045,3271.033203125
FDR60,OUT045,458.232421875
NCA18,OUT035,1692.052734375
FDS21,OUT027,2706.478515625
FDW09,OUT035,1153.798828125
FDL26,OUT035,3351.396484375
FDS47,OUT018,842.474609375
FDC39,OUT046,3510.041015625
FDT51,OUT035,1759.021484375
FDK40,OUT035,4802.642578125
NCG19,OUT045,2226.212890625
FDZ07,OUT046,1273.083984375
FDF08,OUT027,3031.068359375
FDO04,OUT013,582.220703125
FDK41,OUT018,784.310546875
FDP15,OUT049,5567.349609375
NCD43,OUT018,1173.990234375
NCP18,OUT013,2725.666015625
FDZ51,OUT046,1480.904296875
DRH13,OUT035,1406.091796875
FDF38,OUT045,312.935546875
NCI43,OUT045,553.666015625
FDM38,OUT027,2688.419921875
FDS03,OUT013,1507.990234375
DRJ47,OUT017,3019.455078125
FDT50,OUT010,0.0
FDV02,OUT046,2424.302734375
NCG18,OUT017,2074.708984375
FDW52,OUT046,3280.166015625
FDS40,OUT035,878.791015625
FDN31,OUT017,2423.630859375
FDA37,OUT045,2142.611328125
FDA15,OUT046,5251.267578125
FDL39,OUT046,2116.197265625
FDJ53,OUT045,1196.048828125
FDX22,OUT013,3633.216796875
NCZ42,OUT045,4087.685546875
FDD56,OUT027,4492.310546875
FDD40,OUT017,3269.072265625
FDS50,OUT013,3266.666015625
NCN14,OUT013,2394.330078125
FDT15,OUT013,2630.041015625
NCS18,OUT027,3630.068359375
NCO26,OUT010,125.017578125
FDF58,OUT018,846.322265625
NCB19,OUT013,1480.060546875
FDH26,OUT017,1873.748046875
DRB24,OUT027,4416.611328125
FDA49,OUT018,1120.697265625
FDB32,OUT045,1966.306640625
FDI36,OUT017,3246.486328125
NCA17,OUT010,785.037109375
FDH22,OUT013,1944.126953125
NCM26,OUT018,2424.130859375
FDT15,OUT027,4039.298828125
FDB16,OUT018,823.900390625
NCP54,OUT027,3578.009765625
FDJ36,OUT013,1491.982421875
FDO28,OUT045,1062.025390625
FDU09,OUT013,1396.908203125
FDF29,OUT017,1982.564453125
FDY08,OUT013,1940.587890625
DRJ59,OUT018,256.068359375
FDT23,OUT027,2670.189453125
FDU15,OUT018,628.779296875
FDT47,OUT013,1777.728515625
FDI53,OUT019,0.0
FDR59,OUT018,3498.130859375
FDD53,OUT035,1038.447265625
FDY51,OUT017,4241.419921875
FDT04,OUT049,956.759765625
FDU51,OUT049,4103.564453125
FDG14,OUT035,3959.923828125
NCU06,OUT045,3443.728515625
DRG25,OUT046,4471.166015625
DRH49,OUT035,1248.845703125
FDN15,OUT035,2005.994140625
FDL43,OUT018,763.708984375
NCT18,OUT049,3688.537109375
NCB31,OUT013,3013.646484375
FDK57,OUT035,3150.099609375
FDY04,OUT019,263.177734375
NCP54,OUT046,2135.478515625
FDF41,OUT013,3798.044921875
FDM01,OUT045,1836.396484375
FDW03,OUT045,1937.794921875
FDF28,OUT045,1748.267578125
FDY37,OUT017,2719.955078125
FDQ03,OUT017,2481.900390625
FDP51,OUT027,3788.755859375
FDJ40,OUT017,2045.287109375
FDC32,OUT049,1392.830078125
DRI49,OUT027,2909.279296875
NCW54,OUT017,1056.529296875
FDF09,OUT017,307.361328125
FDP45,OUT018,2620.818359375
DRJ23,OUT018,2668.251953125
FDS59,OUT017,2155.193359375
FDY08,OUT046,1907.259765625
FDX16,OUT049,2504.216796875
FDY16,OUT018,3169.900390625
FDK32,OUT035,3294.654296875
FDQ22,OUT013,144.150390625
NCC31,OUT018,2035.916015625
FDG58,OUT049,2445.123046875
DRF48,OUT013,1586.544921875
DRH36,OUT049,1638.111328125
NCR30,OUT035,1281.779296875
FDB03,OUT019,1736.662109375
FDZ28,OUT027,3447.490234375
FDR35,OUT017,4069.931640625
DRD15,OUT027,4479.716796875
FDJ33,OUT019,237.787109375
FDA56,OUT010,527.275390625
FDP56,OUT046,704.181640625
NCT30,OUT046,1091.005859375
FDK15,OUT017,2208.583984375
FDH44,OUT018,1885.966796875
FDV01,OUT013,2912.626953125
DRG03,OUT017,3032.998046875
FDG50,OUT027,2852.880859375
FDR16,OUT010,2764.365234375
FDZ60,OUT046,876.255859375
DRG03,OUT045,2861.076171875
FDS56,OUT018,3602.232421875
FDU33,OUT045,1050.259765625
DRD27,OUT035,1767.103515625
FDW22,OUT046,4325.173828125
DRA24,OUT045,2472.314453125
FDF38,OUT049,457.798828125
FDX48,OUT013,2457.716796875
FDS58,OUT018,2880.052734375
FDC32,OUT046,1304.419921875
NCQ29,OUT045,2261.357421875
DRK39,OUT018,1025.568359375
NCS38,OUT017,1462.951171875
DRO47,OUT013,1809.470703125
DRG27,OUT027,2385.291015625
FDC57,OUT027,3819.626953125
FDS55,OUT046,2718.005859375
NCJ06,OUT018,1511.474609375
FDO01,OUT019,0.0
NCM55,OUT045,2905.091796875
FDC52,OUT049,2076.369140625
FDQ15,OUT045,1368.013671875
NCT30,OUT027,2533.650390625
NCR42,OUT027,2177.978515625
FDD28,OUT035,788.103515625
FDQ34,OUT049,1485.962890625
FDZ12,OUT027,4533.427734375
DRE13,OUT019,0.0
NCN07,OUT019,0.0
FDM28,OUT035,2432.919921875
FDI10,OUT017,2870.541015625
FDQ25,OUT013,2655.259765625
FDA38,OUT010,503.916015625
DRI13,OUT049,3269.103515625
FDY20,OUT027,2701.337890625
NCZ53,OUT035,3303.474609375
NCM31,OUT013,2287.181640625
DRB01,OUT017,1112.009765625
DRF37,OUT046,3374.853515625
NCF42,OUT049,2316.138671875
FDF16,OUT018,1916.212890625
FDB41,OUT013,1303.236328125
FDR34,OUT013,5007.369140625
FDR15,OUT018,1930.474609375
NCV42,OUT019,94.029296875
FDW51,OUT035,3452.412109375
FDU36,OUT017,1865.740234375
FDX60,OUT049,1317.736328125
FDY03,OUT035,1916.958984375
FDW55,OUT045,4084.251953125
FDT01,OUT010,1285.943359375
FDG58,OUT013,2390.009765625
FDK21,OUT017,3724.818359375
NCS41,OUT019,0.0
FDS10,OUT045,2788.423828125
NCT53,OUT046,1857.591796875
FDJ28,OUT018,2549.837890625
FDX44,OUT045,1096.748046875
FDT20,OUT018,250.564453125
FDO44,OUT017,1875.876953125
NCX17,OUT049,3502.669921875
FDY01,OUT017,1987.380859375
FDJ12,OUT027,4980.685546875
DRK35,OUT018,580.638671875
FDD47,OUT019,1586.060546875
NCM53,OUT035,1762.966796875
FDO45,OUT013,1089.755859375
NCM42,OUT010,0.0
FDE04,OUT046,2794.466796875
NCI30,OUT027,4252.466796875
FDZ19,OUT013,2560.716796875
FDW57,OUT013,3487.447265625
FDA25,OUT013,1557.802734375
FDT22,OUT046,760.349609375
FDP51,OUT013,2379.455078125
FDD48,OUT027,3616.064453125
FDY39,OUT035,4014.685546875
FDO48,OUT010,1075.802734375
FDD23,OUT027,4759.537109375
DRN35,OUT027,2437.384765625
FDT01,OUT035,3414.623046875
FDC20,OUT010,0.0
DRJ35,OUT035,816.513671875
FDB32,OUT046,2022.712890625
FDL24,OUT046,4109.005859375
NCV42,OUT035,2135.037109375
FDZ46,OUT046,1527.228515625
FDC15,OUT013,2234.158203125
FDD08,OUT019,0.0
FDY50,OUT049,1796.458984375
FDD36,OUT013,1714.185546875
FDG57,OUT027,2310.033203125
FDL21,OUT018,616.478515625
FDN16,OUT027,3098.939453125
FDJ09,OUT027,2023.029296875
FDS01,OUT010,743.791015625
FDV33,OUT017,3407.224609375
DRE12,OUT017,1379.962890625
FDR07,OUT013,1345.099609375
FDP48,OUT010,2260.962890625
NCB55,OUT035,887.708984375
FDQ08,OUT013,1223.482421875
FDR34,OUT035,5133.412109375
FDO33,OUT046,2105.130859375
FDP13,OUT045,628.392578125
FDX12,OUT049,4109.822265625
NCT06,OUT049,2481.056640625
FDR16,OUT019,2880.376953125
FDE36,OUT046,3765.650390625
FDZ36,OUT049,3625.439453125
FDV13,OUT045,1468.716796875
NCZ17,OUT035,1097.291015625
FDU56,OUT045,3380.314453125
FDM09,OUT035,2088.380859375
FDV02,OUT017,2539.791015625
FDS34,OUT018,1166.302734375
FDA11,OUT049,1508.681640625
FDP09,OUT017,3523.537109375
FDB29,OUT027,2998.005859375
FDT19,OUT017,3491.228515625
DRH15,OUT017,1456.166015625
FDY38,OUT046,3793.958984375
FDF14,OUT027,3777.708984375
FDN48,OUT010,0.0
FDQ12,OUT013,2765.251953125
NCJ43,OUT045,2086.173828125
FDE17,OUT019,796.365234375
FDB05,OUT035,3346.486328125
FDH10,OUT045,2285.353515625
NCR06,OUT017,695.291015625
FDU32,OUT018,1801.591796875
FDD56,OUT049,3138.076171875
FDO36,OUT018,2376.099609375
FDH16,OUT010,0.0
FDX10,OUT018,0.0
FDZ37,OUT017,871.345703125
FDU31,OUT010,1007.744140625
DRC49,OUT049,2382.759765625
FDL15,OUT045,1907.380859375
FDN32,OUT019,1440.619140625
DRH59,OUT027,2686.384765625
NCU29,OUT049,2821.966796875
FDR37,OUT019,2074.224609375
FDS14,OUT018,1496.107421875
FDU02,OUT027,5101.263671875
FDJ08,OUT035,3471.654296875
NCZ06,OUT045,3276.771484375
FDO31,OUT049,1200.974609375
FDH31,OUT018,1002.326171875
FDS58,OUT017,3278.103515625
NCA53,OUT027,2498.548828125
FDF50,OUT046,3076.400390625
NCW42,OUT049,3251.294921875
NCQ17,OUT045,2447.900390625
FDK51,OUT018,3439.537109375
NCW41,OUT010,787.931640625
NCR29,OUT017,903.326171875
FDB08,OUT019,135.775390625
FDA40,OUT027,2242.181640625
FDL14,OUT018,2046.775390625
FDB47,OUT046,2238.833984375
FDO03,OUT035,5221.091796875
DRK13,OUT019,1565.392578125
FDX13,OUT010,2519.318359375
FDF52,OUT046,2465.798828125
FDT11,OUT013,2556.685546875
FDB08,OUT013,2062.310546875
FDQ28,OUT018,2586.138671875
FDD29,OUT045,4048.626953125
NCQ29,OUT027,3760.494140625
NCO02,OUT013,1069.587890625
FDR56,OUT010,2194.455078125
NCM54,OUT049,2509.947265625
FDP51,OUT035,2505.541015625
FDT38,OUT013,1469.728515625
FDZ20,OUT018,4757.583984375
FDJ53,OUT013,1285.814453125
FDX13,OUT049,4542.447265625
FDP58,OUT035,3206.068359375
NCK31,OUT019,0.0
FDA35,OUT018,2215.357421875
FDV37,OUT018,2169.361328125
NCO07,OUT027,4356.537109375
FDA20,OUT045,3195.076171875
FDZ59,OUT035,3306.228515625
NCY17,OUT017,932.298828125
FDQ28,OUT035,3005.255859375
FDV35,OUT017,3226.740234375
FDQ36,OUT013,924.552734375
FDD34,OUT018,2096.091796875
FDK51,OUT045,3667.572265625
FDV31,OUT035,2314.361328125
FDR04,OUT035,1653.517578125
FDR14,OUT049,704.681640625
DRC36,OUT010,724.287109375
FDE39,OUT019,806.814453125
FDP57,OUT049,1645.216796875
FDE57,OUT046,2664.615234375
NCN18,OUT046,2617.419921875
NCQ05,OUT018,2280.837890625
FDW47,OUT035,2227.025390625
FDV46,OUT035,2460.439453125
NCP29,OUT045,803.337890625
FDE09,OUT018,1154.912109375
NCU06,OUT027,4942.794921875
FDT19,OUT010,1361.646484375
DRF15,OUT017,1602.263671875
DRI51,OUT013,3472.751953125
NCX54,OUT013,1738.404296875
DRE01,OUT013,3923.853515625
NCB07,OUT045,3288.646484375
FDU50,OUT035,1667.068359375
FDG40,OUT035,830.22265625
FDW10,OUT018,3629.45703125
FDX51,OUT013,2886.123046875
NCP17,OUT045,996.736328125
FDP21,OUT035,3903.052734375
FDL04,OUT045,1542.470703125
FDV23,OUT013,2203.173828125
FDF24,OUT046,1650.857421875
FDH56,OUT027,3404.677734375
FDB51,OUT049,938.443359375
FDI58,OUT027,2887.564453125
FDR20,OUT013,996.810546875
FDC51,OUT018,1792.646484375
FDB16,OUT027,2548.990234375
FDE40,OUT049,1232.865234375
NCM17,OUT035,995.080078125
FDU56,OUT035,3612.802734375
FDS32,OUT019,9.537109375
FDX02,OUT049,4274.134765625
FDT39,OUT027,3942.318359375
FDE35,OUT017,959.216796875
NCI42,OUT019,558.423828125
DRL23,OUT046,1658.810546875
FDA10,OUT046,1587.337890625
FDA11,OUT013,1453.537109375
NCM06,OUT046,2274.443359375
NCT05,OUT035,3751.134765625
NCQ02,OUT010,1361.380859375
NCY06,OUT049,2219.908203125
FDY56,OUT035,4215.638671875
FDL02,OUT035,2298.259765625
NCI06,OUT035,3672.212890625
FDQ14,OUT045,2064.431640625
FDQ12,OUT017,2847.509765625
FDP36,OUT046,1247.705078125
FDK21,OUT027,5051.720703125
FDO40,OUT045,2275.197265625
NCK54,OUT019,0.0
FDY09,OUT018,1649.001953125
NCW30,OUT049,3577.025390625
NCC55,OUT027,2105.919921875
FDE58,OUT018,1687.595703125
FDR39,OUT013,3674.603515625
FDU28,OUT049,2210.529296875
FDH08,OUT017,3285.462890625
FDG35,OUT045,1945.146484375
FDG22,OUT049,290.748046875
FDC34,OUT035,3398.123046875
FDP15,OUT018,5196.361328125
FDK34,OUT010,1524.373046875
FDU45,OUT035,2268.080078125
FDQ04,OUT027,2955.208984375
FDX22,OUT018,3317.439453125
FDB45,OUT017,1701.775390625
NCH43,OUT027,3380.919921875
DRE60,OUT046,4337.603515625
FDD17,OUT027,5131.498046875
NCM54,OUT017,2536.986328125
NCH55,OUT013,1907.521484375
NCT06,OUT017,2508.154296875
FDA48,OUT027,5794.361328125
FDY58,OUT027,5579.431640625
FDO25,OUT045,3320.470703125
FDN50,OUT045,801.267578125
FDH35,OUT035,2510.337890625
FDK09,OUT045,3313.724609375
FDO16,OUT013,2133.236328125
FDW11,OUT045,592.857421875
FDU47,OUT027,3279.037109375
NCQ42,OUT010,286.537109375
FDK55,OUT027,2757.236328125
FDN08,OUT049,2112.548828125
FDT57,OUT045,3355.697265625
FDJ12,OUT018,3255.646484375
DRL59,OUT017,1676.369140625
NCN53,OUT046,899.341796875
FDO51,OUT010,0.0
FDK56,OUT017,3063.134765625
FDY12,OUT035,1032.857421875
FDU15,OUT035,1070.662109375
FDQ19,OUT046,4791.916015625
DRF15,OUT045,1430.302734375
DRE25,OUT019,0.0
FDK57,OUT018,2708.146484375
FDD33,OUT010,2054.345703125
FDR34,OUT027,6416.568359375
FDU04,OUT045,1932.853515625
FDE35,OUT019,0.0
NCD31,OUT035,2738.775390625
FDJ56,OUT035,1824.166015625
NCU53,OUT046,1941.380859375
FDD39,OUT035,3960.337890625
NCU17,OUT019,0.0
FDJ20,OUT046,1795.263671875
NCW41,OUT018,2431.962890625
FDL52,OUT035,1003.587890625
FDS39,OUT035,2858.521484375
DRJ47,OUT045,2847.498046875
FDP13,OUT010,0.0
DRK39,OUT010,0.0
FDF28,OUT010,0.0
FDB09,OUT045,1374.076171875
FDM51,OUT046,1773.197265625
DRM49,OUT018,440.833984375
DRF23,OUT013,2726.951171875
DRH01,OUT035,2811.044921875
FDH12,OUT027,3184.927734375
FDA28,OUT019,210.388671875
FDW37,OUT018,756.044921875
FDF02,OUT046,1677.458984375
DRL37,OUT046,555.552734375
NCF43,OUT046,2247.087890625
FDH08,OUT010,1242.892578125
FDR34,OUT019,3096.779296875
NCK19,OUT049,2988.142578125
NCD55,OUT018,228.591796875
FDT27,OUT049,3475.568359375
FDQ57,OUT045,2151.658203125
FDA47,OUT035,2825.138671875
DRG15,OUT027,2687.779296875
FDE05,OUT018,2149.802734375
FDN46,OUT046,2049.099609375
FDX27,OUT027,3037.634765625
FDT51,OUT045,1543.275390625
FDU33,OUT013,1140.083984375
FDJ16,OUT027,2538.755859375
FDD20,OUT019,764.154296875
FDT36,OUT049,840.501953125
DRF15,OUT027,2929.271484375
FDN52,OUT010,0.0
FDC22,OUT027,4294.966796875
FDX15,OUT045,1949.783203125
FDT13,OUT013,3186.330078125
FDU04,OUT017,2104.830078125
FDU31,OUT019,1056.861328125
FDW59,OUT027,2862.912109375
NCO29,OUT046,2182.037109375
FDL15,OUT035,2123.173828125
FDI41,OUT049,2701.818359375
FDQ48,OUT049,1243.201171875
DRI39,OUT013,1414.802734375
FDI08,OUT013,3847.349609375
FDC21,OUT049,1768.720703125
FDF58,OUT035,1288.154296875
FDS08,OUT010,0.0
FDE47,OUT045,1805.384765625
NCP18,OUT019,811.486328125
NCR41,OUT013,1742.248046875
FDA27,OUT013,3126.021484375
FDA43,OUT035,2704.427734375
FDA49,OUT045,1346.810546875
NCE55,OUT018,3324.009765625
DRM49,OUT027,2166.267578125
FDF22,OUT027,4910.021484375
FDQ15,OUT018,1141.826171875
NCS54,OUT017,3671.154296875
NCY05,OUT013,385.712890625
FDR45,OUT046,5635.041015625
FDK57,OUT049,3079.111328125
FDF41,OUT010,1808.802734375
FDV21,OUT046,2228.681640625
FDD51,OUT046,484.982421875
FDF33,OUT046,1965.072265625
FDA38,OUT046,2432.994140625
FDR56,OUT045,4086.142578125
NCN41,OUT017,2063.216796875
FDC60,OUT027,3529.216796875
FDB47,OUT045,2182.400390625
DRH01,OUT013,2684.947265625
FDW08,OUT046,1091.095703125
FDF38,OUT027,1811.880859375
FDY32,OUT017,3108.029296875
FDG34,OUT049,1480.541015625
FDG47,OUT019,2186.685546875
NCF18,OUT035,3964.521484375
FDL39,OUT019,225.537109375
NCH55,OUT035,2033.623046875
DRJ35,OUT049,763.150390625
FDS44,OUT035,4858.271484375
DRE01,OUT018,3607.810546875
FDY39,OUT013,3888.599609375
FDY32,OUT018,2710.056640625
FDR33,OUT027,3462.466796875
NCP50,OUT049,1262.291015625
FDZ47,OUT018,1195.443359375
FDU57,OUT049,2450.623046875
FDY44,OUT013,2976.826171875
DRH59,OUT018,961.255859375
FDB03,OUT027,5096.541015625
FDY46,OUT045,3323.619140625
FDM39,OUT045,3907.216796875
FDY36,OUT035,1293.240234375
NCM55,OUT035,3120.927734375
FDJ50,OUT010,0.0
DRL60,OUT013,2202.412109375
NCJ54,OUT049,4606.005859375
FDX59,OUT017,465.482421875
FDI07,OUT013,3144.111328125
DRF51,OUT010,0.0
FDM14,OUT017,1715.876953125
FDP21,OUT045,3687.275390625
FDE40,OUT035,1303.806640625
FDE05,OUT035,2591.669921875
FDM13,OUT027,2717.056640625
FDC34,OUT027,4681.533203125
NCI55,OUT018,2210.876953125
NCE43,OUT018,2661.326171875
FDW58,OUT018,1315.107421875
FDG60,OUT045,4192.236328125
FDV31,OUT017,2270.349609375
FDR47,OUT013,3025.533203125
FDM60,OUT019,0.0
NCF06,OUT018,2575.408203125
NCN26,OUT027,3684.865234375
FDQ59,OUT049,1194.607421875
FDF09,OUT046,191.787109375
NCS06,OUT017,3365.318359375
FDT44,OUT046,1536.900390625
FDI19,OUT017,4089.767578125
FDT22,OUT017,875.712890625
NCF54,OUT027,4239.443359375
DRG25,OUT045,4414.779296875
FDB59,OUT017,2377.033203125
FDQ37,OUT017,5021.041015625
FDP56,OUT035,863.568359375
FDW44,OUT035,2382.806640625
FDJ26,OUT010,581.693359375
FDU43,OUT018,1828.982421875
FDW33,OUT045,1477.341796875
NCX53,OUT027,4445.560546875
FDN56,OUT010,846.423828125
DRF15,OUT049,1575.177734375
FDO33,OUT017,2220.517578125
FDZ39,OUT010,0.0
NCJ19,OUT017,1545.013671875
FDU01,OUT035,3343.599609375
FDT12,OUT035,3578.064453125
NCM18,OUT018,1062.853515625
FDP19,OUT017,2450.416015625
NCR42,OUT049,823.861328125
